# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
2635,6837283,K02914.01,,CANDIDATE,21.118165300,1.5740000e-04,-1.5740000e-04,133.5919600,6.210000e-03,-6.210000e-03,9.73400,0.17600,-0.17600,1.1270e+02,4.900e+00,-4.900e+00,2.89,5.400e-01,-1.020e+00,6461.00,175.00,-175.00,3.779,0.293,-0.098,2.5660,0.4850,-0.9010,1.4430,0.2240,-0.2740
2636,5613821,K02915.01,,CANDIDATE,5.060922820,2.6160000e-05,-2.6160000e-05,134.4731600,4.730000e-03,-4.730000e-03,2.58600,0.11400,-0.11400,7.1600e+01,5.300e+00,-5.300e+00,0.98,1.300e-01,-6.000e-02,5637.00,101.00,-112.00,4.492,0.048,-0.112,0.9110,0.1210,-0.0600,0.9390,0.0570,-0.0630
2637,6627507,K02697.01,,FALSE POSITIVE,7.374533360,2.5160000e-05,-2.5160000e-05,131.5594700,3.240000e-03,-3.240000e-03,3.74500,0.14100,-0.14100,3.0440e+02,1.110e+01,-1.110e+01,87.08,1.387e+01,-3.005e+01,5028.00,86.00,-160.00,3.289,0.228,-0.152,4.9910,0.7950,-1.7220,1.7660,0.1830,-0.6880
2638,5128673,K02698.01,Kepler-1316 b,CONFIRMED,87.972422700,5.1980000e-04,-5.1980000e-04,168.2978500,4.810000e-03,-4.810000e-03,14.63800,0.14300,-0.14300,8.6670e+02,1.540e+01,-1.540e+01,3.39,5.200e-01,-5.200e-01,5837.00,105.00,-117.00,4.305,0.125,-0.112,1.1590,0.1780,-0.1780,0.9880,0.0820,-0.0670
2639,6690836,K02699.01,Kepler-1317 b,CONFIRMED,0.568874717,5.7000000e-07,-5.7000000e-07,132.0487710,8.280000e-04,-8.280000e-04,1.21770,0.03040,-0.03040,3.7840e+02,9.400e+00,-9.400e+00,1.49,2.400e-01,-1.100e-01,5223.00,171.00,-155.00,4.593,0.028,-0.105,0.7800,0.1240,-0.0570,0.8890,0.0560,-0.0960
2640,8639908,K02700.01,,CANDIDATE,0.910020582,2.2870000e-06,-2.2870000e-06,131.9923900,2.040000e-03,-2.040000e-03,1.79560,0.08010,-0.08010,3.5810e+02,1.510e+01,-1.510e+01,1.12,1.100e-01,-1.100e-01,4297.00,116.00,-142.00,4.725,0.045,-0.050,0.5330,0.0550,-0.0490,0.5500,0.0500,-0.0450
2641,5481148,K02701.01,,FALSE POSITIVE,22.023514000,1.3980000e-04,-1.3980000e-04,135.1834900,5.450000e-03,-5.450000e-03,1.93200,0.15300,-0.15300,1.6700e+03,2.000e+02,-2.000e+02,4.79,1.480e+00,-4.900e-01,5860.00,157.00,-192.00,4.489,0.062,-0.200,0.9360,0.2890,-0.0960,0.9860,0.1260,-0.1130
2642,11076400,K02759.01,,CANDIDATE,1.078084920,2.0190000e-06,-2.0190000e-06,132.0368300,1.440000e-03,-1.440000e-03,0.85510,0.05960,-0.05960,1.5560e+02,8.500e+00,-8.500e+00,1.01,3.000e-02,-7.000e-02,4906.00,78.00,-88.00,4.511,0.067,-0.022,0.8140,0.0270,-0.0590,0.7830,0.0480,-0.0280
2643,7877978,K02760.01,Kepler-1874 b,CONFIRMED,56.573231800,3.0960000e-04,-3.0960000e-04,146.5798400,4.820000e-03,-4.820000e-03,4.18800,0.15200,-0.15200,6.8850e+02,3.720e+01,-3.720e+01,2.69,8.000e-02,-1.500e-01,4701.00,74.00,-84.00,4.540,0.052,-0.016,0.7750,0.0220,-0.0440,0.7580,0.0400,-0.0280
2644,7903086,K02761.01,,FALSE POSITIVE,1.846861455,4.0270000e-06,-4.0270000e-06,131.9049300,2.090000e-03,-2.090000e-03,1.66050,0.05390,-0.05390,6.4860e+02,2.090e+01,-2.090e+01,2.23,6.200e-01,-1.600e-01,5591.00,166.00,-183.00,4.559,0.033,-0.187,0.8600,0.2370,-0.0630,0.9770,0.0840,-0.1150
2645,12024120,K00265.01,Kepler-507 b,CONFIRMED,3.568099612,7.1670000e-06,-7.1670000e-06,169.7427800,1.660000e-03,-1.660000e-03,3.21310,0.04890,-0.04890,9.8400e+01,2.200e+00,-2.200e+00,1.36,2.300e-01,-2.300e-01,6007.00,121.00,-121.00,4.232,0.143,-0.117,1.3340,0.2280,-0.2280,1.1070,0.1020,-0.0830
2646,8210018,K02762.01,Kepler-1341 b,CONFIRMED,132.995550300,8.7340000e-04,-8.7340000e-04,258.3961000,4.920000e-03,-4.920000e-03,7.43600,0.18000,-0.18000,1.2754e+03,4.950e+01,-4.950e+01,2.51,2.100e-01,-2.100e-01,4523.00,161.00,-161.00,4.636,0.032,-0.039,0.6590,0.0550,-0.0550,0.6870,0.0600,-0.0660
2647,3642289,K00301.01,Kepler-135 b,CONFIRMED,6.002548291,9.7010000e-06,-9.7010000e-06,171.7141900,1.280000e-03,-1.280000e-03,4.16280,0.07130,-0.07130,2.0200e+02,3.100e+00,-3.100e+00,2.33,3.800e-01,-2.900e-01,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970
2648,3642289,K00301.02,Kepler-135 c,CONFIRMED,11.448658230,8.1660000e-05,-8.1660000e-05,141.3870500,5.030000e-03,-5.030000e-03,4.95300,0.14500,-0.14500,7.5200e+01,3.700e+00,-3.700e+00,1.32,2.200e-01,-1.600e-01,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970
2649,3662838,K00302.01,Kepler-516 b,CONFIRMED,24.854665040,5.6370000e-05,-5.6370000e-05,173.9997100,1.830000e-03,-1.830000e-03,9.18200,0.11000,-0.11000,7.7620e+02,9.700e+00,-9.700e+00,7.61,1.380e+00,-2.560e+00,6967.00,167.00,-229.00,3.864,0.259,-0.111,2.5270,0.4580,-0.8510,1.7000,0.1490,-0.3490
2650,5966322,K00303.01,Kepler-517 b,CONFIRMED,60.928188660,7.9660000e-05,-7.9660000e-05,173.3721200,1.090000e-03,-1.090000e-03,6.33360,0.05010,-0.05010,7.5560e+02,7.300e+00,-7.300e+00,2.78,3.900e-01,-3.800e-01,5638.00,113.00,-101.00,4.359,0.132,-0.096,1.0230,0.1420,-0.1420,0.8710,0.0710,-0.0430
2651,6029239,K00304.01,Kepler-518 b,CONFIRMED,8.512037736,6.4750000e-06,-6.4750000e-06,174.9098160,6.000000e-04,-6.000000e-04,2.18610,0.02210,-0.02210,5.9780e+02,6.500e+00,-6.500e+00,2.14,3.000e-01,-1.100e-01,5767.00,92.00,-126.00,4.538,0.021,-0.119,0.8810,0.1230,-0.0440,0.9790,0.0480,-0.0890
2652,12106929,K00359.01,,FALSE POSITIVE,5.937205570,1.5380000e-05,-1.5380000e-05,171.5759700,2.270000e-03,-2.270000e-03,4.88200,0.17100,-0.17100,3.7140e+02,1.120e+01,-1.120e+01,1.84,3.200e-01,-1.000e-01,5857.00,158.00,-158.00,4.633,0.032,-0.128,0.7120,0.1240,-0.0410,0.8020,0.0560,-0.0770
2653,12107021,K00360.01,,FALSE POSITIVE,5.937199820,2.9610000e-05,-2.9610000e-05,135.9533800,4.070000e-03,-4.070000e-03,3.95000,0.72600,-0.72600,1.7560e+02,1.420e+01,-1.420e+01,1.47,2.000e-01,-1.000e-01,6102.00,120.00,-144.00,4.457,0.035,-0.105,1.0260,0.1400,-0.0700,1.0990,0.0670,-0.0900
2654,8248939,K00061.01,,FALSE POSITIVE,1.633454020,2.8820000e-05,-2.8820000e-05,181.8556000,1.320000e-02,-1.320000e-02,3.81700,0.75500,-0.75500,3.5900e+02,6.170e+01,-6.170e+01,24.87,8.040e+00,-3.450e+00,6283.00,197.00,-241.00,4.372,0.105,-0.195,1.0910,0.3530,-0.1510,1.0190,0.1730,-0.1150
2655,12404954,K00361.01,Kepler-537 b,CONFIRMED,3.247548814,5.9080000e-06,-5.9080000e-06,171.2780700,1.310000e-03,-1.310000e-03,2.51460,0.04440,-0.04440,2.0970e+02,4.700e+00,-4.700e+00,1.41,2.000e-01,-7.000e-02,5703.00,103.00,-125.00,4.498,0.021,-0.119,0.9750,0.1400,-0.0470,1.0910,0.0400,-0.0860
2656,1571511,K00362.01,,FALSE POSITIVE,14.022451457,1.1660000e-06,-1.1660000e-06,177.5952096,6.650000e-05,-6.650000e-05,8.08619,0.00571,-0.00571,2.0083e+04,9.000e+00,-9.000e+00,14.93,4.590e+00,-1.980e+00,6061.00,162.00,-180.00,4.401,0.090,-0.195,1.0500,0.3230,-0.1390,1.0120,0.1430,-0.1170
2657,2438070,K00363.01,,FALSE POSITIVE,2.442945167,2.5720000e-06,-2.5720000e-06,171.0972100,8.640000e-04,-8.640000e-04,4.01450,0.04770,-0.04770,6.7790e+02,7.800e+00,-7.800e+00,38.29,9.810e+00,-1.308e+01,5657.00,169.00,-152.00,4.121,0.336,-0.144,1.4280,0.3660,-0.4880,0.9830,0.1150,-0.1030
2658,3747262,K03005.01,,FALSE POSITIVE,1.312459403,6.2280000e-06,-6.2280000e-06,132.2256900,3.710000e-03,-3.710000e-03,1.45900,0.14100,-0.14100,3.6900e+01,3.600e+00,-3.600e+00,1.65,3.000e-01,-5.700e-01,6543.00,158.00,-177.00,3.782,0.293,-0.098,2.5070,0.4610,-0.8560,1.3880,0.2550,-0.2550
2659,10190075,K03007.01,,CANDIDATE,11.191619900,8.1190000e-05,-8.1190000e-05,138.0425800,6.000000e-03,-6.000000e-03,2.10000,0.20500,-0.20500,1.6640e+02,1.700e+01,-1.700e+01,1.47,2.000e-01,-1.000e-01,5646.00,67.00,-84.00,4.464,0.051,-0.119,0.9560,0.1290,-0.0700,0.9700,0.0540,-0.0600
2660,9070666,K03008.01,Kepler-1408 b,CONFIRMED,2.997929260,2.7770000e-05,-2.7770000e-05,131.7657900,7.860000e-03,-7.860000e-03,4.39800,0.22200,-0.22200,4.5400e+01,3.400e+00,-3.400e+00,1.12,2.000e-01,-3.000e-01,5888.00,79.00,-79.00,4.061,0.238,-0.102,1.6450,0.2900,-0.4350,1.1360,0.1220,-0.1000
2661,3642335,K03010.01,Kepler-1410 b,CONFIRMED,60.866097400,6.4970000e-04,-6.4970000e-04,179.2867400,7.870000e-03,-7.870000e-03,4.39700,0.23800,-0.23800,7.1430e+02,5.370e+01,-5.370e+01,1.39,7.000e-02,-1.000e-01,3808.00,69.00,-76.00,4.734,0.033,-0.027,0.5220,0.0280,-0.0350,0.5390,0.0300,-0.0370
2662,3328052,K03011.01,,FALSE POSITIVE,2.115478540,2.4300000e-05,-2.4300000e-05,132.0118000,1.220000e-02,-1.220000e-02,3.66500,0.28300,-0.28300,2.2290e+02,1.230e+01,-1.230e+01,1.66,5.400e-01,-1.800e-01,6208.00,194.00,-259.00,4.454,0.054,-0.216,1.0240,0.3320,-0.1110,1.0860,0.1550,-0.1410
2663,10749059,K03086.01,,CANDIDATE,174.731515000,3.1260000e-03,-3.1260000e-03,252.5348000,1.460000e-02,-1.460000e-02,8.25700,0.34300,-0.34300,1.1799e+03,8.280e+01,-8.280e+01,3.00,1.700e-01,-3.000e-01,5201.00,83.00,-83.00,4.447,0.098,-0.035,0.8970,0.0510,-0.0890,0.8200,0.0640,-0.0320
2664,9119568,K03087.01,,FALSE POSITIVE,5.548679980,7.5410000e-05,-7.5410000e-05,133.9285000,1.120000e-02,-1.120000e-02,4.66500,0.30200,-0.30200,6.8900e+01,5.000e+00,-5.000e+00,0.68,5.000e-02,-5.000e-02,5258.00,105.00,-105.00,4.514,0.055,-0.055,0.8350,0.0630,-0.0570,0.8310,0.0530,-0.0420
2665,9119568,K03087.02,,FALSE POSITIVE,1.221740630,1.8520000e-05,-1.8520000e-05,132.0174000,1.250000e-02,-1.250000e-02,7.44300,0.41100,-0.41100,3.2200e+01,2.400e+00,-2.400e+00,0.46,4.000e-02,-3.000e-02,5258.00,105.00,-105.00,4.514,0.055,-0.055,0.8350,0.0630,-0.0570,0.8310,0.0530,-0.0420
2666,9020114,K03088.01,Kepler-1901 b,CONFIRMED,3.484128740,1.4830000e-05,-1.4830000e-05,134.5504000,3.950000e-03,-3.950000e-03,1.42200,0.11700,-0.11700,1.6160e+02,1.430e+01,-1.430e+01,1.16,1.700e-01,-5.000e-02,5696.00,77.00,-77.00,4.519,0.021,-0.119,0.9210,0.1360,-0.0430,1.0220,0.0470,-0.0670
2667,6196457,K00285.01,Kepler-92 b,CONFIRMED,13.748830590,1.2950000e-05,-1.2950000e-05,179.2791580,7.380000e-04,-7.380000e-04,6.09680,0.04250,-0.04250,4.2590e+02,2.900e+00,-2.900e+00,3.63,2.600e-01,-1.800e-01,5862.00,97.00,-80.00,4.050,0.033,-0.027,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530
2668,7668416,K03089.01,,CANDIDATE,0.858546796,2.5820000e-06,-2.5820000e-06,132.1442900,2.620000e-03,-2.620000e-03,1.10000,0.19100,-0.19100,1.0610e+02,1.500e+01,-1.500e+01,0.88,1.500e-01,-1.000e-01,5269.00,184.00,-184.00,4.491,0.080,-0.120,0.8640,0.1470,-0.0980,0.8430,0.0900,-0.0740
2669,6029239,K00304.02,,CANDIDATE,5.518195000,6.6570000e-03,-6.6570000e-03,136.5840000,4.880000e-01,-4.880000e-01,1.81000,3.20000,-3.20000,2.7100e+01,1.430e+01,-1.430e+01,0.46,6.000e-02,-2.000e-02,5767.00,92.00,-126.00,4.538,0.021,-0.119,0.8810,0.1230,-0.0440,0.9790,0.0480,-0.0890
2670,6063220,K00305.01,Kepler-99 b,CONFIRMED,4.603575293,4.6680000e-06,-4.6680000e-06,171.8401240,8.130000e-04,-8.130000e-04,2.34990,0.02610,-0.02610,4.4040e+02,6.300e+00,-6.300e+00,1.51,8.000e-02,-6.000e-02,4783.00,95.00,-95.00,4.602,0.014,-0.046,0.7410,0.0390,-0.0300,0.8050,0.0290,-0.0460
2671,6071903,K00306.01,Kepler-519 b,CONFIRMED,24.307843230,5.8510000e-05,-5.8510000e-05,178.3662900,1.950000e-03,-1.950000e-03,2.60540,0.06570,-0.06570,6.7710e+02,2.230e+01,-2.230e+01,2.14,2.100e-01,-9.000e-02,5313.00,106.00,-106.00,4.571,0.015,-0.085,0.8200,0.0800,-0.0340,0.9130,0.0370,-0.0640
2672,6289257,K00307.01,Kepler-520 b,CONFIRMED,19.674097030,6.2400000e-05,-6.2400000e-05,176.2711900,2.140000e-03,-2.140000e-03,3.75350,0.05200,-0.05200,2.0490e+02,5.700e+00,-5.700e+00,1.78,2.900e-01,-1.500e-01,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680
2673,10905239,K00046.01,Kepler-101 b,CONFIRMED,3.487688776,1.1050000e-06,-1.1050000e-06,170.9322170,2.530000e-04,-2.530000e-04,3.83661,0.00947,-0.00947,1.2988e+03,4.100e+00,-4.100e+00,5.64,8.300e-01,-1.350e+00,5576.00,112.00,-101.00,4.065,0.196,-0.084,1.5930,0.2350,-0.3820,1.0740,0.1080,-0.0970
2674,11623629,K00365.01,Kepler-538 b,CONFIRMED,81.737872000,1.0240000e-04,-1.0240000e-04,211.6788180,9.080000e-04,-9.080000e-04,6.69230,0.04020,-0.04020,6.2880e+02,5.100e+00,-5.100e+00,2.16,2.500e-01,-1.500e-01,5559.00,110.00,-110.00,4.502,0.052,-0.090,0.8730,0.1000,-0.0590,0.8820,0.0550,-0.0550
2675,3545478,K00366.01,,CANDIDATE,75.112213200,2.7600000e-05,-2.7600000e-05,207.7139870,2.730000e-04,-2.730000e-04,4.94580,0.02700,-0.02700,3.7515e+03,1.170e+01,-1.170e+01,23.23,2.460e+00,-5.740e+00,6201.00,138.00,-100.00,3.616,0.218,-0.073,3.3540,0.3550,-0.8290,1.6940,0.1510,-0.1850
2676,4815520,K00367.01,Kepler-1656 b,CONFIRMED,31.578651216,7.2770000e-06,-7.2770000e-06,177.2062370,1.780000e-04,-1.780000e-04,2.12791,0.00922,-0.00922,2.1254e+03,8.000e+00,-8.000e+00,4.52,6.800e-01,-3.600e-01,5733.00,104.00,-115.00,4.442,0.063,-0.117,0.9900,0.1490,-0.0800,0.9870,0.0620,-0.0680
2677,6603043,K00368.01,,FALSE POSITIVE,110.321672720,1.7140000e-05,-1.7140000e-05,197.3651280,1.210000e-04,-1.210000e-04,13.36240,0.00884,-0.00884,7.2966e+03,3.800e+00,-3.800e+00,18.60,7.250e+00,-4.450e+00,9244.00,255.00,-438.00,4.159,0.128,-0.192,2.0250,0.7890,-0.4850,2.1580,0.4260,-0.5210
2678,7175184,K00369.01,Kepler-144 b,CONFIRMED,5.885273640,1.4740000e-05,-1.4740000e-05,174.4255400,1.950000e-03,-1.950000e-03,1.95310,0.06450,-0.06450,1.1270e+02,4.800e+00,-4.800e+00,1.59,2.900e-01,-3.100e-01,6070.00,134.00,-122.00,4.157,0.168,-0.112,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920
2679,7109851,K03012.01,,FALSE POSITIVE,1.086486129,2.4100000e-06,-2.4100000e-06,131.9659800,1.940000e-03,-1.940000e-03,0.83830,0.06260,-0.06260,6.6000e+01,4.500e+00,-4.500e+00,1.69,3.300e-01,-5.900e-01,5911.00,177.00,-159.00,3.861,0.315,-0.126,2.0000,0.3790,-0.7040,1.0600,0.1730,-0.1730
2680,11565544,K03013.01,,CANDIDATE,3.765620310,1.1330000e-05,-1.1330000e-05,131.7556200,2.450000e-03,-2.450000e-03,1.28800,0.16000,-0.16000,2.3260e+02,2.100e+01,-2.100e+01,19.39,5.210e+00,-1.730e+00,5743.00,155.00,-155.00,4.553,0.033,-0.176,0.8530,0.2290,-0.0760,0.9490,0.0920,-0.1230
2681,7347246,K03014.01,Kepler-1411 b,CONFIRMED,86.116088500,9.0810000e-04,-9.0810000e-04,134.8808000,1.000000e-02,-1.000000e-02,6.05800,0.20000,-0.20000,8.7520e+02,5.540e+01,-5.540e+01,3.11,1.060e+00,-3.500e-01,6161.00,193.00,-236.00,4.454,0.054,-0.216,1.0530,0.3570,-0.1190,1.1500,0.1530,-0.1530
2682,11403530,K03015.01,Kepler-1412 b,CONFIRMED,3.614603320,2.4360000e-05,-2.4360000e-05,133.0912300,5.450000e-03,-5.450000e-03,3.22700,0.18500,-0.18500,4.3900e+01,3.300e+00,-3.300e+00,0.90,1.500e-01,-1.900e-01,5799.00,117.00,-105.00,4.161,0.188,-0.101,1.3750,0.2210,-0.2950,0.9990,0.0890,-0.0800
2683,5088536,K00282.02,Kepler-130 b,CONFIRMED,8.457448920,2.8310000e-05,-2.8310000e-05,139.0668900,2.720000e-03,-2.720000e-03,3.28930,0.07700,-0.07700,7.7400e+01,2.700e+00,-2.700e+00,1.02,5.000e-02,-4.000e-02,5903.00,70.00,-79.00,4.304,0.020,-0.018,1.1370,0.0500,-0.0460,0.9500,0.0680,-0.0610
2684,12072872,K03017.01,,CANDIDATE,2.462888340,1.5740000e-05,-1.5740000e-05,132.8011400,5.900000e-03,-5.900000e-03,1.72400,0.15700,-0.15700,4.7400e+01,4.900e+00,-4.900e+00,0.67,1.800e-01,-1.200e-01,5893.00,159.00,-159.00,4.395,0.149,-0.182,0.9670,0.2530,-0.1690,0.8480,0.1140,-0.0700
2685,6609270,K03090.01,Kepler-1902 b,CONFIRMED,3.822233970,2.2310000e-05,-2.2310000e-05,132.1496500,5.930000e-03,-5.930000e-03,1.92400,0.11800,-0.11800,3.6270e+02,2.620e+01,-2.620e+01,1.05,6.000e-02,-7.000e-02,3729.00,75.00,-67.00,4.733,0.039,-0.021,0.5140,0.0290,-0.0370,0.5200,0.0370,-0.0300
2686,12406807,K03091.01,Kepler-1903 b,CONFIRMED,17.067644000,2.0880000e-04,-2.0880000e-04,145.5692900,9.630000e-03,-9.630000e-03,6.02600,0.28800,-0.28800,2.6240e+02,2.030e+01,-2.030e+01,1.62,5.300e-01,-1.700e-01,6347.00,170.00,-207.00,4.464,0.054,-0.216,0.9960,0.3190,-0.1060,1.0530,0.1460,-0.1460
2687,8046689,K03092.01,,FALSE POSITIVE,5.785427020,4.7090000e-05,-4.7090000e-05,137.0918100,7.560000e-03,-7.560000e-03,2.27100,0.17200,-0.17200,2.5620e+02,1.950e+01,-1.950e+01,1.91,5.900e-01,-2.600e-01,6555.00,162.00,-255.00,4.374,0.067,-0.202,1.1780,0.3660,-0.1570,1.2000,0.1700,-0.1700
2688,5096590,K03093.01,Kepler-1424 b,CONFIRMED,29.609905500,5.1690000e-04,-5.1690000e-04,137.3316000,1.310000e-02,-1.310000e-02,7.43300,0.25200,-0.25200,1.2010e+02,9.000e+00,-9.000e+00,1.74,2.600e-01,-2.400e-01,5812.00,104.00,-116.00,4.329,0.126,-0.115,1.1220,0.1680,-0.1510,0.9770,0.0810,-0.0660
2689,9650989,K03095.01,Kepler-1905 b,CONFIRMED,3.423908090,1.7900000e-05,-1.7900000e-05,132.8832600,4.230000e-03,-4.230000e-03,1.77300,0.13400,-0.13400,1.5310e+02,1.400e+01,-1.400e+01,1.25,2.000e-01,-8.000e-02,5788.00,78.00,-86.00,4.442,0.051,-0.119,1.0150,0.1610,-0.0690,1.0380,0.0560,-0.0680
2690,6289257,K00307.02,Kepler-520 c,CONFIRMED,5.211045970,1.3660000e-05,-1.3660000e-05,131.5379700,2.200000e-03,-2.200000e-03,3.34470,0.06350,-0.06350,1.0270e+02,3.100e+00,-3.100e+00,1.18,1.900e-01,-1.000e-01,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680
2691,6291837,K00308.01,Kepler-1715 b,CONFIRMED,35.596968400,1.1310000e-04,-1.1310000e-04,187.5276500,2.540000e-03,-2.540000e-03,6.69100,0.21500,-0.21500,6.8450e+02,1.480e+01,-1.480e+01,3.72,6.400e-01,-4.300e-01,6212.00,111.00,-136.00,4.309,0.095,-0.116,1.2090,0.2100,-0.1400,1.0820,0.1030,-0.0660
2692,7024222,K00309.01,,FALSE POSITIVE,1.633107509,5.0270000e-06,-5.0270000e-06,170.1964900,2.240000e-03,-2.240000e-03,1.49100,0.09340,-0.09340,6.0800e+01,3.600e+00,-3.600e+00,0.53,3.000e-02,-5.000e-02,4579.00,124.00,-124.00,4.596,0.056,-0.024,0.6840,0.0480,-0.0590,0.6720,0.0730,-0.0490
2693,7024511,K00311.01,,FALSE POSITIVE,66.154495800,5.6690000e-04,-5.6690000e-04,175.6464100,6.210000e-03,-6.210000e-03,6.94500,0.29700,-0.29700,1.9720e+03,1.040e+02,-1.040e+02,3.33,3.500e-01,-3.100e-01,4679.00,175.00,-157.00,4.627,0.053,-0.041,0.6430,0.0680,-0.0600,0.6380,0.0750,-0.0500
2694,7050989,K00312.01,Kepler-136 b,CONFIRMED,11.578909260,1.7930000e-05,-1.7930000e-05,175.5860300,1.290000e-03,-1.290000e-03,2.72070,0.03900,-0.03900,2.4340e+02,4.900e+00,-4.900e+00,2.06,3.600e-01,-2.700e-01,6156.00,111.00,-136.00,4.284,0.099,-0.121,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970
2695,7175184,K00369.02,Kepler-144 c,CONFIRMED,10.104631420,3.5720000e-05,-3.5720000e-05,135.5571800,3.110000e-03,-3.110000e-03,2.36900,0.08800,-0.08800,1.1460e+02,5.300e+00,-5.300e+00,1.59,2.900e-01,-3.200e-01,6070.00,134.00,-122.00,4.157,0.168,-0.112,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920
2696,8494142,K00370.01,Kepler-145 c,CONFIRMED,42.882479510,8.0660000e-05,-8.0660000e-05,203.6483000,1.410000e-03,-1.410000e-03,9.74710,0.05540,-0.05540,4.0890e+02,4.000e+00,-4.000e+00,3.61,2.500e-01,-1.600e-01,6143.00,97.00,-110.00,4.039,0.030,-0.030,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640
2697,11554435,K00063.01,Kepler-63 b,CONFIRMED,9.434141710,2.1360000e-05,-2.1360000e-05,177.8434600,1.770000e-03,-1.770000e-03,2.81120,0.07750,-0.07750,3.9770e+03,1.160e+02,-1.160e+02,5.73,7.800e-01,-3.300e-01,5578.00,100.00,-111.00,4.518,0.035,-0.105,0.8860,0.1200,-0.0510,0.9430,0.0510,-0.0690
2698,8494142,K00370.02,Kepler-145 b,CONFIRMED,22.950622780,9.9270000e-05,-9.9270000e-05,151.5325900,3.150000e-03,-3.150000e-03,4.48140,0.09930,-0.09930,1.2980e+02,4.300e+00,-4.300e+00,2.17,1.500e-01,-1.000e-01,6143.00,97.00,-110.00,4.039,0.030,-0.030,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640
2699,5652983,K00371.01,,FALSE POSITIVE,498.391282000,2.0240000e-03,-2.0240000e-03,244.0816600,2.620000e-03,-2.620000e-03,6.13500,0.16800,-0.16800,1.5900e+03,3.920e+01,-3.920e+01,17.14,6.900e-01,-1.590e+00,5134.00,68.00,-98.00,3.611,0.020,-0.014,3.1070,0.1240,-0.2890,1.4380,0.1030,-0.2410
